objectid,filename,title,creator,date,date is approx?,description,series number,box number ,folder number,subject,location,latitude,longitude,type,format,language,rights,rightsstatement,identifier,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
dubois273,personnel_leaving_economics_cases.pdf,Personnel Leaving the Economies Cases and Personnel Needs,Holocaust Education and Resource Center,1947-3-26,No,"A memo on the transfer of personnel leaving the Economics cases to other trials. With another page on what the Farben case and the Economics Division needs, staff wise. These documents are stapled together.",2,2-6,237,Memo; Personnel; Economics Cases; Farben Case; Staff Needs,,,,,application/pdf,,,,personnel_leaving_economics_cases,image,/objects/personnel_leaving_economics_cases.pdf,/objects/small/personnel_leaving_economics_cases_sm.jpg,/objects/thumbs/personnel_leaving_economics_cases_th.jpg,,
dubois274,transfer_release_personnel.pdf,Transfer or Release of Personnel,Holocaust Education and Resource Center,1947-3-22,No,A memo on the transfer of some personnel to other divisons and the discussion of hiring.,2,2-6,237,Memo; Personnel; Transfer; Release; Hiring,,,,,application/pdf,,,,transfer_release_personnel,image,/objects/transfer_release_personnel.pdf,/objects/small/transfer_release_personnel_sm.jpg,/objects/thumbs/transfer_release_personnel_th.jpg,,
dubois275,job_description_sheets.pdf,Submision of Job Description Sheets,Holocaust Education and Resource Center,1947-3-21,No,Memo on joob decription deadlines.,2,2-6,237,Memo; Job Description Sheets; Deadlines,,,,,application/pdf,,,,job_description_sheets,image,/objects/job_description_sheets.pdf,/objects/small/job_description_sheets_sm.jpg,/objects/thumbs/job_description_sheets_th.jpg,,
dubois276,request_employment_me_weissbrodt.pdf,Request of employment of Mr Weissbrodt,Holocaust Education and Resource Center,,,A letter from Josiah DuBois on the hiring of Mr Weissbrodt and his use to the IG Farben Trial. This letter is stapled together.,2,2-6,237,Letter; DuBois; Weissbrodt; Employment; IG Farben Trial,,,,,application/pdf,,,,request_employment_me_weissbrodt,image,/objects/request_employment_me_weissbrodt.pdf,/objects/small/request_employment_me_weissbrodt_sm.jpg,/objects/thumbs/request_employment_me_weissbrodt_th.jpg,,
dubois277,special_legal_assistant_duties.pdf,Duties of Special Legal Assistant to Deputy Chief of Council,Holocaust Education and Resource Center,,,A letter on the duties and roles of special assistants to the Deputy Chief of Council during the Farben Trial.,2,2-6,237,Letter; Special Legal Assistants; Duties; Deputy Chief of Council; Farben Trial,,,,,application/pdf,,,,special_legal_assistant_duties,image,/objects/special_legal_assistant_duties.pdf,/objects/small/special_legal_assistant_duties_sm.jpg,/objects/thumbs/special_legal_assistant_duties_th.jpg,,
dubois278,secretary_replacement.pdf,Secretary Replacement,Holocaust Education and Resource Center,1947-3-17,No,"A memo about Peggy Trent, the secretary of William Zeck, returning to the United States and a new secretary needs to be assigned.",2,2-6,237,Memo; Secretary Replacement; Trent; Zeck,,,,,application/pdf,,,,secretary_replacement,image,/objects/secretary_replacement.pdf,/objects/small/secretary_replacement_sm.jpg,/objects/thumbs/secretary_replacement_th.jpg,,
dubois279,march_seventeenth_telegrams.pdf,Telegrams on March 17th,Holocaust Education and Resource Center,1947-3-17,No,Some telegrams from Josiah DuBois and 'Belle'. Each telegram is on something different.,2,2-6,237,Telegrams; DuBois; Belle,,,,,application/pdf,,,,march_seventeenth_telegrams,image,/objects/march_seventeenth_telegrams.pdf,/objects/small/march_seventeenth_telegrams_sm.jpg,/objects/thumbs/march_seventeenth_telegrams_th.jpg,,
dubois280,work_requirements_per_week.pdf,Requirements for Personnel to Work 44 Hours a Week or Longer,Holocaust Education and Resource Center,1947-3-8,No,A memo on the requirements for personnel to work 44 hours a week for the trials.,2,2-6,237,Memo; Personnel Requirements; 44 Hours; Trials,,,,,application/pdf,,,,work_requirements_per_week,image,/objects/work_requirements_per_week.pdf,/objects/small/work_requirements_per_week_sm.jpg,/objects/thumbs/work_requirements_per_week_th.jpg,,
dubois281,staff_assignments_special_investigations_branch.pdf,Assignments for Staff of the Special Investigations Breanch,Holocaust Education and Resource Center,1947-3-6,No,A packet on the assignments for staff and for what case. This memo is stapled together.,2,2-6,237,Packet; Staff Assignments; Special Investigations Branch,,,,,application/pdf,,,,staff_assignments_special_investigations_branch,image,/objects/staff_assignments_special_investigations_branch.pdf,/objects/small/staff_assignments_special_investigations_branch_sm.jpg,/objects/thumbs/staff_assignments_special_investigations_branch_th.jpg,,
dubois282,josaphine_klein_federal_employment.pdf,Josaphine Klein application for Federal Employment,Holocaust Education and Resource Center,,,These documents are stapled together. The front page is a letter from Josaphine Klein to Josiah DuBois on employment in Germany. Stapled are forms for Federal Employment.,2,2-6,237,Letter; Klein; DuBois; Germany; Federal Employment,,,,,application/pdf,,,,josaphine_klein_federal_employment,image,/objects/josaphine_klein_federal_employment.pdf,/objects/small/josaphine_klein_federal_employment_sm.jpg,/objects/thumbs/josaphine_klein_federal_employment_th.jpg,,
dubois283,office_chief_counsel_letter.pdf,Letter from the Office of Chief of Counsel,Holocaust Education and Resource Center,1947-2-17,No,"A letter talking on the perperations for the trials, how many people will need to be on staff, and for what positions.",2,2-6,237,Letter; Office of Chief of Counsel; Trial Preparation; Staff Positions,,,,,application/pdf,,,,office_chief_counsel_letter,image,/objects/office_chief_counsel_letter.pdf,/objects/small/office_chief_counsel_letter_sm.jpg,/objects/thumbs/office_chief_counsel_letter_th.jpg,,
dubois284,david_karr_letter.pdf,Letter to David Karr,Holocaust Education and Resource Center,1947-2-13,No,A letter from Josiah DuBois on hiring Walter Rapp.,2,2-6,237,Letter; Dubois; Karr; Rapp; Hiring,,,,,application/pdf,,,,david_karr_letter,image,/objects/david_karr_letter.pdf,/objects/small/david_karr_letter_sm.jpg,/objects/thumbs/david_karr_letter_th.jpg,,
dubois285,job_description_request.pdf,Job Description request,Holocaust Education and Resource Center,,,A letter asking for an economic analyst to server as an assistant to the Deputy Chief of Counsel. Stapled is a Position Description form from the War Department.,2,2-6,237,Letter; Job Description Request; Economic Analyst; Deputy Chief of Counsel,,,,,application/pdf,,,,job_description_request,image,/objects/job_description_request.pdf,/objects/small/job_description_request_sm.jpg,/objects/thumbs/job_description_request_th.jpg,,
dubois286,letters_judge_recommendations.pdf,Letters on Judge Recommendations,Holocaust Education and Resource Center,1947-1-28,No,"Three letters on judge recomendations for the trails. The first letter is from DuBois to Colonel David Marcus on the recommendation of Ralph Wescott. The second letter is from DuBois to Lous B. LeDuc about the trials and again recommending Ralph Wescott. The final letter is from Louis B. LeDuc to DuBois, it is actually the first letter recommending Ralph Wescott.",2,2-6,237,Letters; Judge Recommendations; Wescott; Trials,,,,,application/pdf,,,,letters_judge_recommendations,image,/objects/letters_judge_recommendations.pdf,/objects/small/letters_judge_recommendations_sm.jpg,/objects/thumbs/letters_judge_recommendations_th.jpg,,
dubois287,employment_cables.pdf,Employment Cables,Holocaust Education and Resource Center,Jan 25th,Yes,"Cables sent to Madeleine Carr, Captain Kruskall and Bruno Rodel to work for the trials. There are three papers stapled to the front page about economic analyst and their role working on the trial team.",2,2-6,237,Cables; Employment; Carr; Kruskall; Rodel; Trial Team,,,,,application/pdf,,,,employment_cables,image,/objects/employment_cables.pdf,/objects/small/employment_cables_sm.jpg,/objects/thumbs/employment_cables_th.jpg,,
dubois288,principles_of_conduct.pdf,Principles of Conduct,Holocaust Education and Resource Center,,,"A packet on proper conduct expected of employees during the trials. This is a packet, with the following pages going more in depth on the list on the first page.",2,2-6,237,Packet; Principles of Conduct; Employees; Trials,,,,,application/pdf,,,,principles_of_conduct,image,/objects/principles_of_conduct.pdf,/objects/small/principles_of_conduct_sm.jpg,/objects/thumbs/principles_of_conduct_th.jpg,,
dubois289,federal_conduct_europe.pdf,Prohbited and Permitted Transactions in the European Theater,Holocaust Education and Resource Center,1946-9-26,No,A packet on proper policy and conduct on handling money for workers on the trial team.,2,2-6,237,Packet; Transactions; European Theater; Trial Team,,,,,application/pdf,,,,federal_conduct_europe,image,/objects/federal_conduct_europe.pdf,/objects/small/federal_conduct_europe_sm.jpg,/objects/thumbs/federal_conduct_europe_th.jpg,,
dubois292,riegloman_luxford_conversation.pdf,Riegolman and Luxford Conversation on Refugee Memo,Holocaust Education and Resource Center,1943-12-21,No,A three page memo from Riegloman and Luxford on a memo both of them recieved on the deportation of Jews in Nazi Occupied parts of Europe.,1,1-1,2,Memo; Riegolman; Luxford; Refugee Memo; Deportation,,,,,application/pdf,,,,riegloman_luxford_conversation,image,/objects/riegloman_luxford_conversation.pdf,/objects/small/riegloman_luxford_conversation_sm.jpg,/objects/thumbs/riegloman_luxford_conversation_th.jpg,,
dubois293,riegelman_fox_conversation.pdf,Conversation between Riegelman and Fox,Holocaust Education and Resource Center,1943-12-20,No,A two page conversation between Riegelman and Fox on a cable sent to the Secretary of State.,1,1-1,2,Conversation; Riegelman; Fox; Cable; Secretary of State,,,,,application/pdf,,,,riegelman_fox_conversation,image,/objects/riegelman_fox_conversation.pdf,/objects/small/riegelman_fox_conversation_sm.jpg,/objects/thumbs/riegelman_fox_conversation_th.jpg,,
dubois294,paraphrasing_of_telegrams.pdf,Paraphrasing of Telegrams,Holocaust Education and Resource Center,1943-12-20,No,"A memo to Secretary Morgenthau on the paraphrasing of multiple telegrams, and their copies.",1,1-1,2,Memo; Morgenthau; Telegrams; Copies,,,,,application/pdf,,,,paraphrasing_of_telegrams,image,/objects/paraphrasing_of_telegrams.pdf,/objects/small/paraphrasing_of_telegrams_sm.jpg,/objects/thumbs/paraphrasing_of_telegrams_th.jpg,,
dubois295,paraphrased_telegram_three_fifty_four.pdf,Paraphrased telegram no. 354,Holocaust Education and Resource Center,1943-2-10,No,A paraphased telegram from the Secretary of State. It talks about the accepting of telegrams from private persons and the risk of angering neutral countries.,1,1-1,2,Paraphrased Telegram; Secretary of State; Private Persons; Neutral Countries,,,,,application/pdf,,,,paraphrased_telegram_three_fifty_four,image,/objects/paraphrased_telegram_three_fifty_four.pdf,/objects/small/paraphrased_telegram_three_fifty_four_sm.jpg,/objects/thumbs/paraphrased_telegram_three_fifty_four_th.jpg,,
dubois296,telegram_seven_nine_sixtynine.pdf,Paraphrased telegram no. 7969,Holocaust Education and Resource Center,1943-12-18,No,A paraphrased telegram from the Secretary of State to London. There is another copy in this folder.,1,1-1,2,Paraphrased Telegram; Secretary of State; London,,,,,application/pdf,,,,telegram_seven_nine_sixtynine,image,/objects/telegram_seven_nine_sixtynine.pdf,/objects/small/telegram_seven_nine_sixtynine_sm.jpg,/objects/thumbs/telegram_seven_nine_sixtynine_th.jpg,,
dubois297,telegram_eight_eight_twentysix.pdf,Paraphrased telegram no. 8826,Holocaust Education and Resource Center,1943-12-19,No,A paraphrased telegram from London to the Secretary of State.,1,1-1,2,Paraphrased Telegram; London; Secretary of State,,,,,application/pdf,,,,telegram_eight_eight_twentysix,image,/objects/telegram_eight_eight_twentysix.pdf,/objects/small/telegram_eight_eight_twentysix_sm.jpg,/objects/thumbs/telegram_eight_eight_twentysix_th.jpg,,
dubois298,telegram_three_one_sixtyeight.pdf,Paraphrased telegram no. 3168,Holocaust Education and Resource Center,1943-12-18,No,A paraphrased telegram from the Secretary of State to London. This telegram is on the restrictions and boundaries of money given to Dr Riegner of the World Jewish Congress. This telegram is four pages long. There is another copy in this folder.,1,1-1,2,Paraphrased Telegram; Riegner; World Jewish Congress; Money Restrictions,,,,,application/pdf,,,,telegram_three_one_sixtyeight,image,/objects/telegram_three_one_sixtyeight.pdf,/objects/small/telegram_three_one_sixtyeight_sm.jpg,/objects/thumbs/telegram_three_one_sixtyeight_th.jpg,,
dubois299,memo_to_hull.pdf,Memo for Secretary Hull,Holocaust Education and Resource Center,1943-12-20,No,A two page memo for Secretary Hull on the British response and why it is significant. This memo is two pages and has a copy with handwritten notes and edits.,1,1-1,2,Memo; Hull; British Response; Notes; Edits,,,,,application/pdf,,,,memo_to_hull,image,/objects/memo_to_hull.pdf,/objects/small/memo_to_hull_sm.jpg,/objects/thumbs/memo_to_hull_th.jpg,,
dubois300,newspaper_justice_dept_trouble.pdf,Justice Dept. Immigration Figures Knock Long's Story Into Cocked Hat,Holocaust Education and Resource Center,1943-12-20,No,A news article  by The Nation on the reveal of immigration numbers for the past few years.,1,1-1,2,Newspaper Article; Immigration Figures; Nation,,,,,application/pdf,,,,newspaper_justice_dept_trouble,image,/objects/newspaper_justice_dept_trouble.pdf,/objects/small/newspaper_justice_dept_trouble_sm.jpg,/objects/thumbs/newspaper_justice_dept_trouble_th.jpg,,
dubois301,telegram_three_eight_twentyeight.pdf,Paraphrased telegram no. 3826,Holocaust Education and Resource Center,1943-12-19,No,A paraphrased telegram to the Secretary of State on telegram 7969.,1,1-1,2,Paraphrased Telegram; Secretary of State; Telegram 7969,,,,,application/pdf,,,,telegram_three_eight_twentyeight,image,/objects/telegram_three_eight_twentyeight.pdf,/objects/small/telegram_three_eight_twentyeight_sm.jpg,/objects/thumbs/telegram_three_eight_twentyeight_th.jpg,,
dubois302,confidential_telegram_secretary_state.pdf,Confidential telegram to the Secretary of State,Holocaust Education and Resource Center,1943-12-15,No,"A three page telegram to the Secretary of State on the topic of sending the equivalent of $25,000 US Dollars to the World Jewish Organization to get Jewish refugee's out of France and Romania.",1,1-1,2,Confidential Telegram; Secretary of State; World Jewish Organization; Jewish Refugees,,,,,application/pdf,,,,confidential_telegram_secretary_state,image,/objects/confidential_telegram_secretary_state.pdf,/objects/small/confidential_telegram_secretary_state_sm.jpg,/objects/thumbs/confidential_telegram_secretary_state_th.jpg,,
dubois303,morgenthau_to_secretary_state.pdf,Letter from Herny Morgenthau to the Secretary of State,Holocaust Education and Resource Center,1943-12-17,No,"A three page letter from Secretary Morgenthau to the Secretary of State. The letter had handwritten notes. There is also multiple copies of this letter, all with handwritten notes.",1,1-1,2,Letter; Morgenthau; Secretary of State; Notes; Copies,,,,,application/pdf,,,,morgenthau_to_secretary_state,image,/objects/morgenthau_to_secretary_state.pdf,/objects/small/morgenthau_to_secretary_state_sm.jpg,/objects/thumbs/morgenthau_to_secretary_state_th.jpg,,
dubois304,morgenthau_to_paul.pdf,Secretary Morgenthau's letter to Mr Paul,Holocaust Education and Resource Center,,,"A multi-paged letter to Secretary Morgenthau to Mr Paul regarding the program of the World Jewish Congress. This letter is a draft, with handwritten notes and pieces of loose leaf paper with handwritten notes. This draft has nine pages.",1,1-1,2,Letter; Morgenthau; Paul; World Jewish Congress; Draft; Notes,,,,,application/pdf,,,,morgenthau_to_paul,image,/objects/morgenthau_to_paul.pdf,/objects/small/morgenthau_to_paul_sm.jpg,/objects/thumbs/morgenthau_to_paul_th.jpg,,
dubois305,dubois_from_morgenthau.pdf,Memo to DuBois from the Morgenthau,Holocaust Education and Resource Center,1943-12-14,No,A short memo from the Secretary of the Treasury to Josiah DuBois.,1,1-1,2,Memo; DuBois; Morenthau,,,,,application/pdf,,,,dubois_from_morgenthau,image,/objects/dubois_from_morgenthau.pdf,/objects/small/dubois_from_morgenthau_sm.jpg,/objects/thumbs/dubois_from_morgenthau_th.jpg,,
dubois306,memo_for_the_files.pdf,Memorandum for the Files,Holocaust Education and Resource Center,1943-12-9,No,"A five page memo from DuBois on his luncheon with Bernard Meltzer about the evacuation of Jews from France and Romania, and Treasury and State departments actions over the previous few months.",1,1-1,2,Memorandum; Files; DuBois; Meltzer; Evacuation; France; Romania,,,,,application/pdf,,,,memo_for_the_files,image,/objects/memo_for_the_files.pdf,/objects/small/memo_for_the_files_sm.jpg,/objects/thumbs/memo_for_the_files_th.jpg,,
dubois307,allies_silence_on_jews.pdf,Allies' Silence on Jews Abroad Hit by Mead,Holocaust Education and Resource Center,Dec 13,Yes,A short article from an unknown newspaper on the suffering of Jewish people in Europe.,1,1-1,2,Newspaper Article; Europe,,,,,application/pdf,,,,allies_silence_on_jews,image,/objects/allies_silence_on_jews.pdf,/objects/small/allies_silence_on_jews_sm.jpg,/objects/thumbs/allies_silence_on_jews_th.jpg,,
dubois308,letter_attachment_memo_paul.pdf,Letter Attachment Memo,Holocaust Education and Resource Center,1943-12-14,No,A short memo from Secretary Morgenthau to Mr Paul about a forwarded letter.,1,1-1,2,Memo; Morgenthau; Paul; Forwarded Letter,,,,,application/pdf,,,,letter_attachment_memo_paul,image,/objects/letter_attachment_memo_paul.pdf,/objects/small/letter_attachment_memo_paul_sm.jpg,/objects/thumbs/letter_attachment_memo_paul_th.jpg,,
dubois309,british_embassy_to_pehle.pdf,Letter from the British Embassy to Mr Pehle,Holocaust Education and Resource Center,1943-12-13,No,A letter from G.F. Thorold of the British Embassy to Mr Pehle about the proposal to evacuate Jews from France and Romania. There is a copy of this letter,1,1-1,2,Letter; British Embassy; Pehle; Evacuation; France; Romania,,,,,application/pdf,,,,british_embassy_to_pehle,image,/objects/british_embassy_to_pehle.pdf,/objects/small/british_embassy_to_pehle_sm.jpg,/objects/thumbs/british_embassy_to_pehle_th.jpg,,
dubois310,chronological_facts_to_program_france.pdf,Chronological Facts Relating to Financial Programs for Evacuation of Jews from France and Romania,Holocaust Education and Resource Center,,,This twelve page memo is a chronological order of events of 1943 between governmental bodies and private persons regarding the program for evacuating Jews from Frane and Romania. There is also a draft of this memo in the folder.,1,1-1,2,Memo; Chronological Facts; Evacuation; France; Romania; Draft,,,,,application/pdf,,,,chronological_facts_to_program_france,image,/objects/chronological_facts_to_program_france.pdf,/objects/small/chronological_facts_to_program_france_sm.jpg,/objects/thumbs/chronological_facts_to_program_france_th.jpg,,
dubois311,misc_draft_pages.pdf,Misc Draft Pages,Holocaust Education and Resource Center,,,Two Miscellaenous draft pages on the program for evacuating Jews from Nazi Occupied Europe,1,1-1,2,Draft Pages; Evacuation; Nazi Occupied Europe,,,,,application/pdf,,,,misc_draft_pages,image,/objects/misc_draft_pages.pdf,/objects/small/misc_draft_pages_sm.jpg,/objects/thumbs/misc_draft_pages_th.jpg,,
dubois312,hodel_to_palin_memo.pdf,Florence Hodel memo on Mr Palin,Holocaust Education and Resource Center,1943-12-10,No,Memo from Florence Hodel on Mr Palin of the British Embassy in regards to the program to evacuate Jews from France and Romania.,1,1-1,2,Memo; Hodel; Palin; British Embassy; Evacuation,,,,,application/pdf,,,,hodel_to_palin_memo,image,/objects/hodel_to_palin_memo.pdf,/objects/small/hodel_to_palin_memo_sm.jpg,/objects/thumbs/hodel_to_palin_memo_th.jpg,,
dubois313,follow_up_hodel_memo.pdf,Follow Up Memo,Holocaust Education and Resource Center,1943-12-7,No,Memo from Florence Hodel on waiting for a follow up from the British Embassy.,1,1-1,2,Memo; Hodel; British Embassy; Follow Up,,,,,application/pdf,,,,follow_up_hodel_memo,image,/objects/follow_up_hodel_memo.pdf,/objects/small/follow_up_hodel_memo_sm.jpg,/objects/thumbs/follow_up_hodel_memo_th.jpg,,
dubois314,inter_department_communication.pdf,Department Communication,Holocaust Education and Resource Center,Dec 8,Yes,Short memo on department communications and who has what authority,1,1-1,2,Memo; Department Communication; Authority,,,,,application/pdf,,,,inter_department_communication,image,/objects/inter_department_communication.pdf,/objects/small/inter_department_communication_sm.jpg,/objects/thumbs/inter_department_communication_th.jpg,,
dubois315,program_france_evacuation_discussion.pdf,Discussion of the program to Evacuate Jews from France,Holocaust Education and Resource Center,1943-12-6,No,A four page letter to Secretary Morgenthau on the program to evacuate Jews,1,1-1,2,Letter; Morgenthau; Evacuation; France,,,,,application/pdf,,,,program_france_evacuation_discussion,image,/objects/program_france_evacuation_discussion.pdf,/objects/small/program_france_evacuation_discussion_sm.jpg,/objects/thumbs/program_france_evacuation_discussion_th.jpg,,
dubois316,memo_telegram_seven_five_zero_six.pdf,Memo on 7506 telegram,Holocaust Education and Resource Center,1943-12-1,No,Memo to the Secretary of State to inform Morgenthau to reply to telegram 7506,1,1-1,2,Memo; Secretary of State; Morgenthau; Telegram 7506,,,,,application/pdf,,,,memo_telegram_seven_five_zero_six,image,/objects/memo_telegram_seven_five_zero_six.pdf,/objects/small/memo_telegram_seven_five_zero_six_sm.jpg,/objects/thumbs/memo_telegram_seven_five_zero_six_th.jpg,,
dubois317,urgent_action_request.pdf,Urgent action request ,Holocaust Education and Resource Center,1943-11-27,No,"A letter for Ambassador Winant to take action on Riegner's, and the World Jewish Congress, progam on evacuating Jews from Nazi Occupied Europe. This letter is two page.",1,1-1,2,Letter; Winant; Riegner; World Jewish Congress; Evacuation,,,,,application/pdf,,,,urgent_action_request,image,/objects/urgent_action_request.pdf,/objects/small/urgent_action_request_sm.jpg,/objects/thumbs/urgent_action_request_th.jpg,,
dubois318,hodel_program_france_letter.pdf,Florence Hodel Letter on the program to evacuate Jews from France,Holocaust Education and Resource Center,1943-11-24,No,Letter from Florence Hodel on the program to evacuate Jews from France.,1,1-1,2,Letter; Hodel; Evacuation; France,,,,,application/pdf,,,,hodel_program_france_letter,image,/objects/hodel_program_france_letter.pdf,/objects/small/hodel_program_france_letter_sm.jpg,/objects/thumbs/hodel_program_france_letter_th.jpg,,
dubois319,packet_cables_oct_eighteenth_swentyeight.pdf,Cables from October 18th to October 28th,Holocaust Education and Resource Center,1943-10-18,No,A series of cables from October 18th to the 28th on the Treasury Department answering cables from the State Department.,1,1-1,2,Cables; Treasury Department; State Department; October,,,,,application/pdf,,,,packet_cables_oct_eighteenth_swentyeight,image,/objects/packet_cables_oct_eighteenth_swentyeight.pdf,/objects/small/packet_cables_oct_eighteenth_swentyeight_sm.jpg,/objects/thumbs/packet_cables_oct_eighteenth_swentyeight_th.jpg,,
dubois320,hull_draft_memo_ambassador.pdf,Memo on attached draft,Holocaust Education and Resource Center,1943-11-24,No,Memo from Secretary Morgenthau to Secretary Hull on an attached memo for details on the progam for the British Embassy,1,1-1,2,Memo; Morgenthau; Hull; Attached Draft; British Embassy,,,,,application/pdf,,,,hull_draft_memo_ambassador,image,/objects/hull_draft_memo_ambassador.pdf,/objects/small/hull_draft_memo_ambassador_sm.jpg,/objects/thumbs/hull_draft_memo_ambassador_th.jpg,,
dubois321,cable_ambassador_winant_morgenthau.pdf,Cable to Ambassador Winant from Secretary Morgenthau,Holocaust Education and Resource Center,,,Draft of a cable to Ambassador Winant from Secretary Morgenthau. The letter has more details on the program suggested by the World Jewish Congress.,1,1-1,2,Cable; Winant; Morgenthau; World Jewish Congress,,,,,application/pdf,,,,cable_ambassador_winant_morgenthau,image,/objects/cable_ambassador_winant_morgenthau.pdf,/objects/small/cable_ambassador_winant_morgenthau_sm.jpg,/objects/thumbs/cable_ambassador_winant_morgenthau_th.jpg,,
dubois322,letter_treasury_licenses.pdf,Letter about Treasury Licenses,Holocaust Education and Resource Center,1943-11-24,No,A letter on the possible liscense for the World Jewish Congress's program for evacuating Jews. This letter is three pages and there is an edited copy.,1,1-1,2,Letter; Treasury Licenses; World Jewish Congress; Evacuation; Edits,,,,,application/pdf,,,,letter_treasury_licenses,image,/objects/letter_treasury_licenses.pdf,/objects/small/letter_treasury_licenses_sm.jpg,/objects/thumbs/letter_treasury_licenses_th.jpg,,
dubois324,fdr_memo_morgenthau.pdf,Memo for the President from Morgenthau,Holocaust Education and Resource Center,1945-5-23,No,Memo from Secretary Morgenthau to the President on the establishment of a committee on refugees. This memo is two pages.,1,1-1,1,Memo; Morgenthau; President; Refugee Committee,,,,,application/pdf,,,,fdr_memo_morgenthau,image,/objects/fdr_memo_morgenthau.pdf,/objects/small/fdr_memo_morgenthau_sm.jpg,/objects/thumbs/fdr_memo_morgenthau_th.jpg,,
dubois326,generalpeopleofeurope.pdf,"Memo for the Preisdent ""General People of Europe""",Holocaust Education and Resource Center,,,Thirteen handwritten paged memo to the President from Edwin W Pauley. This is a draft as there are handwritten edits.,1,1-1,1,President; Pauley; Handwritten; Memo,,,,,application/pdf,,,,generalpeopleofeurope,image,/objects/generalpeopleofeurope.pdf,/objects/small/generalpeopleofeurope_sm.jpg,/objects/thumbs/generalpeopleofeurope_th.jpg,,
dubois327,proposedmessagetocongress.pdf,Proposed Message by the President to the Congress,Holocaust Education and Resource Center,,,Three paged draft of a message from the President to Congress about the War Refugee Board.,1,1-1,1,President; Congres; Proposed Message; War Refugee Board,,,,,application/pdf,,,,proposedmessagetocongress,image,/objects/proposedmessagetocongress.pdf,/objects/small/proposedmessagetocongress_sm.jpg,/objects/thumbs/proposedmessagetocongress_th.jpg,,
dubois328,foryourinformation.pdf,For Your Information,Holocaust Education and Resource Center,1945-3-20,No,There are three pages to this document. A memo from Florence Hodel sending the document 'For Your Information' to Josiah DuBois. And the two paged document in question from Hodel to Secretary Morgenthau on the March 16th publication and it's backlash.,1,1-1,1,Hotel; Dubois; Morgenthau; Memo,,,,,application/pdf,,,,foryourinformation,image,/objects/foryourinformation.pdf,/objects/small/foryourinformation_sm.jpg,/objects/thumbs/foryourinformation_th.jpg,,
dubois329,draftsecret.pdf,Draft Secret,Holocaust Education and Resource Center,,,Annotated draft page on the atrocities of the Nazi's treatment of Jews.,1,1-1,1,Nazi Atrocities; Annotated Draft,,,,,application/pdf,,,,draftsecret,image,/objects/draftsecret.pdf,/objects/small/draftsecret_sm.jpg,/objects/thumbs/draftsecret_th.jpg,,
dubois330,houseresolution_threefifty.pdf,Resolution 350,Holocaust Education and Resource Center,1943-11-9,No,House of Representatives resolution submittion by Mr Baldwin of New York. The resolution speaks on urging the President to create a commission to help aid the surviving Jews in Europe.,1,1-1,1,Resolution 350; Baldwin; Jewish Refugees,,,,,application/pdf,,,,houseresolution_threefifty,image,/objects/houseresolution_threefifty.pdf,/objects/small/houseresolution_threefifty_sm.jpg,/objects/thumbs/houseresolution_threefifty_th.jpg,,
dubois331,houseresolution_threefiftytwo.pdf,Resolution 352,Holocaust Education and Resource Center,1943-11-9,No,House of Representatives resolution submitted by Mr Rogers of California. This resolution speaks on urging the President on creating a commission to aid the Jews in Nazi Occupied territory.,1,1-1,1,Resolution 352; Rogers; Nazi Occupied Territory,,,,,application/pdf,,,,houseresolution_threefiftytwo,image,/objects/houseresolution_threefiftytwo.pdf,/objects/small/houseresolution_threefiftytwo_sm.jpg,/objects/thumbs/houseresolution_threefiftytwo_th.jpg,,
dubois332,houseresolution_twozerothree.pdf,Resolution 203,Holocaust Education and Resource Center,1943-11-9,No,House of Representatives resolution from Mr Gillette and others. This resolution is urging the President to make a committee to aid the Jews in Nazi occupied Europe. This document is two sided and has a copy.,1,1-1,1,Resolution 203; Gillette; Nazi Occupied Europe,,,,,application/pdf,,,,houseresolution_twozerothree,image,/objects/houseresolution_twozerothree.pdf,/objects/small/houseresolution_twozerothree_sm.jpg,/objects/thumbs/houseresolution_twozerothree_th.jpg,,
dubois333,report_twozerothree.pdf,Report on Resolution 203,Holocaust Education and Resource Center,1943-12-20,No,A report submittion by Mr Gillette,1,1-1,1,Resolution 203; Gillette; Report,,,,,application/pdf,,,,report_twozerothree,image,/objects/report_twozerothree.pdf,/objects/small/report_twozerothree_sm.jpg,/objects/thumbs/report_twozerothree_th.jpg,,
dubois334,fdrmessagetocongress.pdf,President Message to Congress on the War Refugee Board,Holocaust Education and Resource Center,,,"A message to Congress by FDR on the treatment of Jews in Nazi Occupied Territory, and the formation of the War Refugee Board. This message is seven pages long.",1,1-1,1,Roosevelt; Congress; War Refugee Board,,,,,application/pdf,,,,fdrmessagetocongress,image,/objects/fdrmessagetocongress.pdf,/objects/small/fdrmessagetocongress_sm.jpg,/objects/thumbs/fdrmessagetocongress_th.jpg,,
dubois335,memodrafttofdr.pdf,Draft Memo on War Refugee Board,Holocaust Education and Resource Center,,,A draft memo for the President on the War Refugee Board. This memo has handwritten edits and write-ins.,1,1-1,1,War Refugee Board; Draft Memo; Handwritten; President,,,,,application/pdf,,,,memodrafttofdr,image,/objects/memodrafttofdr.pdf,/objects/small/memodrafttofdr_sm.jpg,/objects/thumbs/memodrafttofdr_th.jpg,,
