objectid,filename,title,creator,date,date is approx?,description,series number,box number ,folder number,subject,location,latitude,longitude,type,format,language,rights,rightsstatement,identifier,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
dubois119,khreport_page_ten.pdf,Page 10 of Krauch-Haefliger Report,Holocaust Education and Resource Center,,,Page 10 of the report on Krauch and Haefliger. This page is typed with handwritten notes and edits.,2,2-6,230,Page; 10; Krauch; Haefliger; Report; Typed; Handwritten,,,,,application/pdf,,,,khreport_page_ten,image,/objects/khreport_page_ten.pdf,/objects/small/khreport_page_ten_sm.jpg,/objects/thumbs/khreport_page_ten_th.jpg,,
dubois120,khreport_page_eleven.pdf,Page 11 of Krauch-Haefliger Report,Holocaust Education and Resource Center,,,Page 11 of the report on Krauch and Haefliger. Page is typed with handwritten notes and edits.,2,2-6,230,Page; 11; Krauch; Haefliger; Report; Typed; Handwritten,,,,,application/pdf,,,,khreport_page_eleven,image,/objects/khreport_page_eleven.pdf,/objects/small/khreport_page_eleven_sm.jpg,/objects/thumbs/khreport_page_eleven_th.jpg,,
dubois121,khreport_page_twelve.pdf,Page 12 of Krauch-Haefliger Report,Holocaust Education and Resource Center,,,Page 12 of the report on Krauch and Haefliger. This page is typed with handwritten notes and edits.,2,2-6,230,Page; 12; Krauch; Haefliger; Report; Typed; Handwritten,,,,,application/pdf,,,,khreport_page_twelve,image,/objects/khreport_page_twelve.pdf,/objects/small/khreport_page_twelve_sm.jpg,/objects/thumbs/khreport_page_twelve_th.jpg,,
dubois122,khreport_page_thirteen.pdf,Page 13 of Krauch-Haefliger Report,Holocaust Education and Resource Center,,,Page 13 of the report on Krauch and Haefliger. This page is typed with handwritten notes and edits.,2,2-6,230,Page; 13; Krauch; Haefliger; Report; Typed; Handwritten,,,,,application/pdf,,,,khreport_page_thirteen,image,/objects/khreport_page_thirteen.pdf,/objects/small/khreport_page_thirteen_sm.jpg,/objects/thumbs/khreport_page_thirteen_th.jpg,,
dubois123,khreport_page_fourteen.pdf,Page 14 of Krauch-Haefliger Report,Holocaust Education and Resource Center,,,Page 14 of the report on Krauch and Haefliger. This page is typed with minimal edits.,2,2-6,230,Page; 14; Krauch; Haefliger; Report; Typed; Handwritten,,,,,application/pdf,,,,khreport_page_fourteen,image,/objects/khreport_page_fourteen.pdf,/objects/small/khreport_page_fourteen_sm.jpg,/objects/thumbs/khreport_page_fourteen_th.jpg,,
dubois124,khreport_page_fifteen.pdf,Page 15 of Krauch-Haefliger Report,Holocaust Education and Resource Center,,,Page 15 of the report on Krauch and Haefliger. This page is typed.,2,2-6,230,Page; 15; Krauch; Haefliger; Report; Typed; Handwritten,,,,,application/pdf,,,,khreport_page_fifteen,image,/objects/khreport_page_fifteen.pdf,/objects/small/khreport_page_fifteen_sm.jpg,/objects/thumbs/khreport_page_fifteen_th.jpg,,
dubois125,khreport_page_sixteen.pdf,Page 16 of Krauch-Haefliger Report,Holocaust Education and Resource Center,,,Page 16 of the report on Krauch and Haefliger. This page is typed with handwritten notes and edits.,2,2-6,230,Page; 16; Krauch; Haefliger; Report; Typed; Handwritten,,,,,application/pdf,,,,khreport_page_sixteen,image,/objects/khreport_page_sixteen.pdf,/objects/small/khreport_page_sixteen_sm.jpg,/objects/thumbs/khreport_page_sixteen_th.jpg,,
dubois126,khreport_page_seventeen.pdf,Page 17 of Krauch-Haefliger Report,Holocaust Education and Resource Center,,,Page 17 of the report on Krauch and Haefliger. This page is typed with handwritten notes and edits.,2,2-6,230,Page; 17; Krauch; Haefliger; Report; Typed; Handwritten,,,,,application/pdf,,,,khreport_page_seventeen,image,/objects/khreport_page_seventeen.pdf,/objects/small/khreport_page_seventeen_sm.jpg,/objects/thumbs/khreport_page_seventeen_th.jpg,,
dubois127,khreport_page_eighteen.pdf,Page 18 of Krauch-Haefliger Report,Holocaust Education and Resource Center,,,Page 18 of the report on Krauch and Haefliger. This page is typed with handwritten notes and edits.,2,2-6,230,Page; 18; Krauch; Haefliger; Report; Typed; Handwritten,,,,,application/pdf,,,,khreport_page_eighteen,image,/objects/khreport_page_eighteen.pdf,/objects/small/khreport_page_eighteen_sm.jpg,/objects/thumbs/khreport_page_eighteen_th.jpg,,
dubois128,khreport_page_nineteen.pdf,Page 19 of Krauch-Haefliger Report,Holocaust Education and Resource Center,,,Page 19 of the report on Krauch and Haefliger. This page is typed with handwritten edits and notes.,2,2-6,230,Page; 19; Krauch; Haefliger; Report; Typed; Handwritten,,,,,application/pdf,,,,khreport_page_nineteen,image,/objects/khreport_page_nineteen.pdf,/objects/small/khreport_page_nineteen_sm.jpg,/objects/thumbs/khreport_page_nineteen_th.jpg,,
dubois129,khreport_page_twenty.pdf,Page 20 of Krauch-Haefliger Report,Holocaust Education and Resource Center,,,Page 20 of the report on Krauch and Haefliger. This page is typed with handwritten notes and edits.,2,2-6,230,Page; 20; Krauch; Haefliger; Report; Typed; Handwritten,,,,,application/pdf,,,,khreport_page_twenty,image,/objects/khreport_page_twenty.pdf,/objects/small/khreport_page_twenty_sm.jpg,/objects/thumbs/khreport_page_twenty_th.jpg,,
dubois130,khreport_page_twentyone.pdf,Page 21 of Krauch-Haefliger Report,Holocaust Education and Resource Center,,,Page 21 of the report on Krauch and Haefliger. This page is typed with minimal handwritten notes.,2,2-6,230,Page; 21; Krauch; Haefliger; Report; Typed; Handwritten,,,,,application/pdf,,,,khreport_page_twentyone,image,/objects/khreport_page_twentyone.pdf,/objects/small/khreport_page_twentyone_sm.jpg,/objects/thumbs/khreport_page_twentyone_th.jpg,,
dubois131,khreport_page_twentytwo.pdf,Page 22 of Krauch-Haefliger Report,Holocaust Education and Resource Center,,,Page 22 of the report on Krauch and Haefliger. This page is typed with handwritten notes and edits.,2,2-6,230,Page; 22; Krauch; Haefliger; Report; Typed; Handwritten,,,,,application/pdf,,,,khreport_page_twentytwo,image,/objects/khreport_page_twentytwo.pdf,/objects/small/khreport_page_twentytwo_sm.jpg,/objects/thumbs/khreport_page_twentytwo_th.jpg,,
